Spices,Location, Price ,Price_cat,Price_norm,Date
NUTMEG (WITHOUT SHELL},COCHIN, ₹526.31 ,medium,0.221365012,4/1/2021
NUTMEG (WITHOUT SHELL},COCHIN, ₹479.16 ,medium,0.200228623,5/1/2021
NUTMEG (WITHOUT SHELL},COCHIN, ₹473.84 ,medium,0.197843775,6/1/2021
NUTMEG (WITHOUT SHELL},COCHIN, ₹504.42 ,medium,0.211552169,7/1/2021
NUTMEG (WITHOUT SHELL},COCHIN, ₹486.95 ,medium,0.203720722,8/1/2021
NUTMEG (WITHOUT SHELL},COCHIN, ₹452.39 ,medium,0.188228174,9/1/2021
NUTMEG (WITHOUT SHELL},COCHIN, ₹531.81 ,medium,0.22383055,10/1/2021
NUTMEG (WITHOUT SHELL},COCHIN, ₹555.00 ,medium,0.234226157,11/1/2021
NUTMEG (WITHOUT SHELL},COCHIN, ₹564.00 ,medium,0.238260675,12/1/2021
NUTMEG (WITHOUT SHELL},COCHIN, ₹567.00 ,medium,0.239605514,1/1/2022
NUTMEG (WITHOUT SHELL},COCHIN, ₹589.25 ,medium,0.249579738,2/1/2022
NUTMEG (WITHOUT SHELL},COCHIN, ₹563.24 ,medium,0.237919982,3/1/2022
NUTMEG (WITHOUT SHELL},COCHIN, ₹540.00 ,medium,0.227501961,4/1/2022
NUTMEG (WITHOUT SHELL},COCHIN, ₹525.00 ,medium,0.220777765,5/1/2022
NUTMEG (WITHOUT SHELL},COCHIN, ₹468.75 ,medium,0.195562031,6/1/2022
NUTMEG (WITHOUT SHELL},COCHIN, ₹515.50 ,medium,0.216519108,7/1/2022
NUTMEG (WITHOUT SHELL},COCHIN, ₹551.25 ,medium,0.232545108,8/1/2022
NUTMEG (WITHOUT SHELL},COCHIN, ₹558.26 ,medium,0.235687549,9/1/2022
NUTMEG (WITHOUT SHELL},COCHIN, ₹572.91 ,medium,0.242254847,10/1/2022
NUTMEG (WITHOUT SHELL},COCHIN, ₹572.50 ,medium,0.242071052,11/1/2022
NUTMEG (WITHOUT SHELL},COCHIN, ₹562.85 ,medium,0.237745153,12/1/2022
NUTMEG (WITHOUT SHELL},COCHIN, ₹593.33 ,medium,0.251408719,1/1/2023
NUTMEG (WITHOUT SHELL},COCHIN, ₹555.74 ,medium,0.234557884,3/1/2023
NUTMEG (WITHOUT SHELL},COCHIN, ₹481.00 ,medium,0.201053457,4/1/2023
NUTMEG (WITHOUT SHELL},COCHIN, ₹472.78 ,medium,0.197368598,5/1/2023
NUTMEG (WITHOUT SHELL},COCHIN, ₹371.15 ,medium,0.151809929,6/1/2023
NUTMEG (WITHOUT SHELL},COCHIN, ₹421.20 ,medium,0.17424633,7/1/2023
NUTMEG (WITHOUT SHELL},COCHIN, ₹427.75 ,medium,0.177182562,8/1/2023
NUTMEG (WITHOUT SHELL},COCHIN, ₹423.31 ,medium,0.1751922,9/1/2023
NUTMEG (WITHOUT SHELL},COCHIN, ₹415.00 ,medium,0.171466995,10/1/2023
NUTMEG (WITHOUT SHELL},COCHIN, ₹413.06 ,medium,0.170597333,11/1/2023
NUTMEG (WITHOUT SHELL},COCHIN, ₹421.53 ,medium,0.174394262,12/1/2023
BLACK PEPPER(MG1),COCHIN, ₹627.47 ,high,0.266712989,8/1/2023
BLACK PEPPER(MG1),COCHIN, ₹644.03 ,high,0.274136501,9/1/2023
BLACK PEPPER(MG1),COCHIN, ₹629.32 ,high,0.267542306,10/1/2023
BLACK PEPPER(MG1),COCHIN, ₹613.24 ,high,0.260333968,11/1/2023
BLACK PEPPER(MG1),COCHIN, ₹612.58 ,high,0.260038104,12/1/2023
CLOVE,COCHIN, ₹600.62 ,high,0.254676678,5/1/2021
CLOVE,COCHIN, ₹692.17 ,high,0.295716687,6/1/2021
CLOVE,COCHIN, ₹715.00 ,high,0.305950913,7/1/2021
CLOVE,COCHIN, ₹715.00 ,high,0.305950913,8/1/2021
CLOVE,COCHIN, ₹722.61 ,high,0.309362322,9/1/2021
CLOVE,COCHIN, ₹721.13 ,high,0.308698868,10/1/2021
CLOVE,COCHIN, ₹716.36 ,high,0.306560574,11/1/2021
CLOVE,COCHIN, ₹735.66 ,high,0.315212373,12/1/2021
CLOVE,COCHIN, ₹737.00 ,high,0.315813067,1/1/2022
CLOVE,COCHIN, ₹722.75 ,high,0.309425081,2/1/2022
CLOVE,COCHIN, ₹722.10 ,high,0.309133699,3/1/2022
CLOVE,COCHIN, ₹758.88 ,high,0.325621428,4/1/2022
CLOVE,COCHIN, ₹768.96 ,high,0.330140087,5/1/2022
CLOVE,COCHIN, ₹797.75 ,high,0.343046061,6/1/2022
CLOVE,COCHIN, ₹826.97 ,high,0.356144794,7/1/2022
CLOVE,COCHIN, ₹839.37 ,high,0.361703463,8/1/2022
CLOVE,COCHIN, ₹846.87 ,high,0.365065561,9/1/2022
CLOVE,COCHIN, ₹833.14 ,high,0.35891068,10/1/2022
CLOVE,COCHIN, ₹837.40 ,high,0.360820352,11/1/2022
CLOVE,COCHIN, ₹840.00 ,high,0.361985879,12/1/2022
CLOVE,COCHIN, ₹773.33 ,high,0.33209907,1/1/2023
CLOVE,COCHIN, ₹777.00 ,high,0.333744256,2/1/2023
CLOVE,COCHIN, ₹803.33 ,high,0.345547462,3/1/2023
CLOVE,COCHIN, ₹807.16 ,high,0.347264373,4/1/2023
CLOVE,COCHIN, ₹807.96 ,high,0.347622997,5/1/2023
CLOVE,COCHIN, ₹909.23 ,high,0.393020285,6/1/2023
CLOVE,COCHIN, ₹934.13 ,high,0.40418245,7/1/2023
CLOVE,COCHIN, ₹941.16 ,high,0.407333856,8/1/2023
CLOVE,COCHIN, ₹921.60 ,high,0.398565505,9/1/2023
CLOVE,COCHIN, ₹905.00 ,high,0.391124061,10/1/2023
CLOVE,COCHIN, ₹916.55 ,high,0.396301692,11/1/2023
CLOVE,COCHIN, ₹922.50 ,high,0.398968957,12/1/2023
MACE,COCHIN," ₹1,176.92 ",high,0.513020285,1/1/2021
MACE,COCHIN," ₹1,183.33 ",high,0.515893758,2/1/2021
MACE,COCHIN," ₹1,476.00 ",high,0.647091785,3/1/2021
MACE,COCHIN," ₹1,485.29 ",high,0.651256304,4/1/2021
MACE,COCHIN," ₹1,233.33 ",high,0.538307744,5/1/2021
MACE,COCHIN," ₹1,053.84 ",high,0.457846016,6/1/2021
MACE,COCHIN," ₹1,223.71 ",high,0.533995293,7/1/2021
MACE,COCHIN," ₹1,152.17 ",high,0.501925361,8/1/2021
MACE,COCHIN, ₹830.43 ,high,0.357695842,9/1/2021
MACE,COCHIN, ₹900.00 ,high,0.388882663,10/1/2021
MACE,COCHIN, ₹900.00 ,high,0.388882663,11/1/2021
MACE,COCHIN, ₹900.00 ,high,0.388882663,12/1/2021
MACE,COCHIN, ₹900.00 ,high,0.388882663,1/1/2022
MACE,COCHIN, ₹900.00 ,high,0.388882663,2/1/2022
MACE,COCHIN, ₹900.00 ,high,0.388882663,3/1/2022
MACE,COCHIN, ₹900.00 ,high,0.388882663,4/1/2022
MACE,COCHIN, ₹900.00 ,high,0.388882663,5/1/2022
MACE,COCHIN, ₹900.00 ,high,0.388882663,6/1/2022
MACE,COCHIN, ₹900.00 ,high,0.388882663,7/1/2022
MACE,COCHIN, ₹900.00 ,high,0.388882663,8/1/2022
MACE,COCHIN, ₹900.00 ,high,0.388882663,9/1/2022
MACE,COCHIN, ₹900.00 ,high,0.388882663,10/1/2022
MACE,COCHIN, ₹945.90 ,high,0.409458702,11/1/2022
MACE,COCHIN," ₹1,142.85 ",high,0.497747394,12/1/2022
MACE,COCHIN," ₹1,333.33 ",high,0.583135717,1/1/2023
MACE,COCHIN," ₹1,027.92 ",high,0.446226605,2/1/2023
MACE,COCHIN," ₹1,314.81 ",high,0.574833576,3/1/2023
MACE,COCHIN," ₹1,236.66 ",high,0.539800516,4/1/2023
MACE,COCHIN," ₹1,137.04 ",high,0.495142889,5/1/2023
MACE,COCHIN, ₹784.61 ,high,0.337155665,6/1/2023
MACE,COCHIN, ₹689.65 ,high,0.294587022,7/1/2023
MACE,COCHIN, ₹850.00 ,high,0.366468676,8/1/2023
MACE,COCHIN, ₹786.20 ,high,0.33786843,9/1/2023
MACE,COCHIN, ₹600.00 ,high,0.254398745,10/1/2023
MACE,COCHIN, ₹667.74 ,high,0.284765213,12/1/2023
NUTMEG (WITHOUT SHELL},COCHIN, ₹598.20 ,high,0.253591841,2/1/2023
CORIANDER,RAMGANJ, ₹57.91 ,low,0.011390788,4/1/2021
CORIANDER,RAMGANJ, ₹56.29 ,low,0.010664575,5/1/2021
CORIANDER,RAMGANJ, ₹58.56 ,low,0.01168217,6/1/2021
CORIANDER,RAMGANJ, ₹60.40 ,low,0.012507004,7/1/2021
CORIANDER,RAMGANJ, ₹64.58 ,low,0.014380814,8/1/2021
CORIANDER,RAMGANJ, ₹66.10 ,low,0.015062199,9/1/2021
CORIANDER,RAMGANJ, ₹64.56 ,low,0.014371848,10/1/2021
CORIANDER,RAMGANJ, ₹73.29 ,low,0.01828533,11/1/2021
CORIANDER,RAMGANJ, ₹76.56 ,low,0.019751205,12/1/2021
CORIANDER,RAMGANJ, ₹84.07 ,low,0.023117785,1/1/2022
CORIANDER,RAMGANJ, ₹84.49 ,low,0.023306063,2/1/2022
CORIANDER,RAMGANJ, ₹94.21 ,low,0.027663342,3/1/2022
CORIANDER,RAMGANJ, ₹121.66 ,low,0.03996862,4/1/2022
CORIANDER,RAMGANJ, ₹120.12 ,low,0.03927827,5/1/2022
CORIANDER,RAMGANJ, ₹114.78 ,low,0.036884456,6/1/2022
CORIANDER,RAMGANJ, ₹113.12 ,low,0.036140312,7/1/2022
CORIANDER,RAMGANJ, ₹96.14 ,low,0.028528522,8/1/2022
CORIANDER,RAMGANJ, ₹99.09 ,low,0.029850947,9/1/2022
CORIANDER,RAMGANJ, ₹92.46 ,low,0.026878852,10/1/2022
CORIANDER,RAMGANJ, ₹90.64 ,low,0.026062983,11/1/2022
CORIANDER,RAMGANJ, ₹89.81 ,low,0.025690911,12/1/2022
CORIANDER,RAMGANJ, ₹83.38 ,low,0.022808472,1/1/2023
CORIANDER,RAMGANJ, ₹75.39 ,low,0.019226717,2/1/2023
CORIANDER,RAMGANJ, ₹86.31 ,low,0.024121932,3/1/2023
CORIANDER,RAMGANJ, ₹97.98 ,low,0.029353356,4/1/2023
CORIANDER,RAMGANJ, ₹88.66 ,low,0.025175389,5/1/2023
CORIANDER,RAMGANJ, ₹80.24 ,low,0.021400874,6/1/2023
CORIANDER,RAMGANJ, ₹65.80 ,low,0.014927715,7/1/2023
CORIANDER,RAMGANJ, ₹71.27 ,low,0.017379805,8/1/2023
CORIANDER,RAMGANJ, ₹67.67 ,low,0.015765998,9/1/2023
CORIANDER,RAMGANJ, ₹64.79 ,low,0.014474952,10/1/2023
CORIANDER,RAMGANJ, ₹71.13 ,low,0.017317046,11/1/2023
CORIANDER,RAMGANJ, ₹70.54 ,low,0.017052561,12/1/2023
SAFFRON,DELHI," ₹2,263.25 ",high,1,1/1/2021
SAFFRON,DELHI," ₹2,263.25 ",high,1,2/1/2021
SAFFRON,DELHI," ₹2,263.25 ",high,1,3/1/2021
SAFFRON,DELHI," ₹2,263.25 ",high,1,4/1/2021
SAFFRON,DELHI," ₹2,263.25 ",high,1,5/1/2021
SAFFRON,DELHI," ₹2,263.25 ",high,1,6/1/2021
SAFFRON,DELHI," ₹2,263.25 ",high,1,7/1/2021
SAFFRON,DELHI," ₹2,263.25 ",high,1,8/1/2021
SAFFRON,DELHI," ₹2,263.25 ",high,1,9/1/2021
SAFFRON,DELHI, ₹597.22 ,high,0.253151861,10/1/2021
SAFFRON,DELHI, ₹597.22 ,high,0.253151861,11/1/2021
SAFFRON,DELHI, ₹597.22 ,high,0.253151861,12/1/2021
SAFFRON,DELHI," ₹2,263.25 ",high,1,1/1/2022
SAFFRON,DELHI," ₹2,263.25 ",high,1,2/1/2022
SAFFRON,DELHI," ₹2,263.25 ",high,1,3/1/2022
SAFFRON,DELHI," ₹2,263.25 ",high,1,4/1/2023
SAFFRON,DELHI," ₹2,263.25 ",high,1,5/1/2023
SAFFRON,DELHI," ₹2,263.25 ",high,1,6/1/2023
SAFFRON,DELHI," ₹2,263.25 ",high,1,7/1/2023
SAFFRON,DELHI," ₹2,263.25 ",high,1,8/1/2023
SAFFRON,DELHI," ₹2,263.25 ",high,1,9/1/2023
SAFFRON,DELHI," ₹2,263.25 ",high,1,10/1/2023
SAFFRON,DELHI," ₹2,263.25 ",high,1,11/1/2023
SAFFRON,DELHI," ₹2,263.25 ",high,1,12/1/2023
TURMERIC(FINGER),NIZAMABAD, ₹67.55 ,low,0.015712204,4/1/2021
TURMERIC(FINGER),NIZAMABAD, ₹67.60 ,low,0.015734618,5/1/2021
TURMERIC(FINGER),NIZAMABAD, ₹65.25 ,low,0.014681161,6/1/2021
TURMERIC(FINGER),NIZAMABAD, ₹63.08 ,low,0.013708394,7/1/2021
TURMERIC(FINGER),NIZAMABAD, ₹62.13 ,low,0.013282528,8/1/2021
TURMERIC(FINGER),NIZAMABAD, ₹61.12 ,low,0.012829766,9/1/2021
TURMERIC(FINGER),NIZAMABAD, ₹61.48 ,low,0.012991146,10/1/2021
TURMERIC(FINGER),NIZAMABAD, ₹61.76 ,low,0.013116665,11/1/2021
TURMERIC(FINGER),NIZAMABAD, ₹71.49 ,low,0.017478427,12/1/2021
TURMERIC(FINGER),NIZAMABAD, ₹73.73 ,low,0.018482573,1/1/2022
TURMERIC(FINGER),NIZAMABAD, ₹66.48 ,low,0.015232545,2/1/2022
TURMERIC(FINGER),NIZAMABAD, ₹65.24 ,low,0.014676678,3/1/2022
TURMERIC(FINGER),NIZAMABAD, ₹67.42 ,low,0.015653928,4/1/2022
TURMERIC(FINGER),NIZAMABAD, ₹60.74 ,low,0.012659419,5/1/2022
TURMERIC(FINGER),NIZAMABAD, ₹60.02 ,low,0.012336658,6/1/2022
TURMERIC(FINGER),NIZAMABAD, ₹60.97 ,low,0.012762524,7/1/2022
TURMERIC(FINGER),NIZAMABAD, ₹58.98 ,low,0.011870447,8/1/2022
TURMERIC(FINGER),NIZAMABAD, ₹56.61 ,low,0.010808024,9/1/2022
TURMERIC(FINGER),NIZAMABAD, ₹54.56 ,low,0.009889051,10/1/2022
TURMERIC(FINGER),NIZAMABAD, ₹58.72 ,low,0.011753894,11/1/2022
TURMERIC(FINGER),NIZAMABAD, ₹61.76 ,low,0.013116665,12/1/2022
TURMERIC(FINGER),NIZAMABAD, ₹57.25 ,low,0.011094923,1/1/2023
TURMERIC(FINGER),NIZAMABAD, ₹49.32 ,low,0.007540065,2/1/2023
TURMERIC(FINGER),NIZAMABAD, ₹61.56 ,low,0.013027009,3/1/2023
TURMERIC(FINGER),NIZAMABAD, ₹57.05 ,low,0.011005267,4/1/2023
TURMERIC(FINGER),NIZAMABAD, ₹62.97 ,low,0.013659083,5/1/2023
TURMERIC(FINGER),NIZAMABAD, ₹62.63 ,low,0.013506668,6/1/2023
TURMERIC(FINGER),NIZAMABAD, ₹79.17 ,low,0.020921215,7/1/2023
TURMERIC(FINGER),NIZAMABAD, ₹111.13 ,low,0.035248235,8/1/2023
TURMERIC(FINGER),NIZAMABAD, ₹101.87 ,low,0.031097165,9/1/2023
TURMERIC(FINGER),NIZAMABAD, ₹103.34 ,low,0.031756136,10/1/2023
TURMERIC(FINGER),NIZAMABAD, ₹107.90 ,low,0.033800291,11/1/2023
TURMERIC(FINGER),NIZAMABAD, ₹109.91 ,low,0.034701334,12/1/2023
CUMIN,JODHPUR, ₹131.75 ,medium,0.044491763,4/1/2021
CUMIN,JODHPUR, ₹597.22 ,high,0.253151861,5/1/2021
CUMIN,JODHPUR, ₹130.00 ,medium,0.043707273,6/1/2021
CUMIN,JODHPUR, ₹116.71 ,low,0.037749636,7/1/2021
CUMIN,JODHPUR, ₹64.58 ,low,0.014380814,8/1/2021
CUMIN,JODHPUR, ₹126.67 ,medium,0.042214502,9/1/2021
CUMIN,JODHPUR, ₹126.33 ,medium,0.042062087,10/1/2021
CUMIN,JODHPUR, ₹597.22 ,high,0.253151861,11/1/2021
CUMIN,JODHPUR, ₹597.22 ,high,0.253151861,12/1/2021
CUMIN,JODHPUR, ₹597.22 ,high,0.253151861,1/1/2022
CUMIN,JODHPUR, ₹597.22 ,high,0.253151861,2/1/2022
CUMIN,JODHPUR, ₹177.65 ,medium,0.065067802,3/1/2022
CUMIN,JODHPUR, ₹190.68 ,medium,0.070908887,4/1/2022
CUMIN,JODHPUR, ₹166.37 ,medium,0.060011207,5/1/2022
CUMIN,JODHPUR, ₹179.62 ,medium,0.065950913,6/1/2022
CUMIN,JODHPUR, ₹190.07 ,medium,0.070635437,7/1/2022
CUMIN,JODHPUR, ₹195.21 ,medium,0.072939594,8/1/2022
CUMIN,JODHPUR, ₹197.98 ,medium,0.074181329,9/1/2022
CUMIN,JODHPUR, ₹197.97 ,medium,0.074176846,10/1/2022
CUMIN,JODHPUR, ₹216.23 ,medium,0.082362434,11/1/2022
CUMIN,JODHPUR, ₹235.55 ,medium,0.091023198,12/1/2022
CUMIN,JODHPUR, ₹283.50 ,medium,0.112518211,1/1/2023
CUMIN,JODHPUR, ₹260.13 ,medium,0.102041914,2/1/2023
CUMIN,JODHPUR, ₹288.02 ,medium,0.114544436,3/1/2023
CUMIN,JODHPUR, ₹361.63 ,medium,0.147542306,4/1/2023
CUMIN,JODHPUR, ₹385.47 ,medium,0.158229295,5/1/2023
CUMIN,JODHPUR, ₹432.90 ,medium,0.179491203,6/1/2023
CUMIN,JODHPUR, ₹545.22 ,medium,0.229841981,7/1/2023
CUMIN,JODHPUR, ₹510.70 ,medium,0.214367365,8/1/2023
CUMIN,JODHPUR, ₹501.73 ,medium,0.210346296,9/1/2023
CUMIN,JODHPUR, ₹480.43 ,medium,0.200797938,10/1/2023
CUMIN,JODHPUR, ₹422.49 ,medium,0.174824611,11/1/2023
CUMIN,JODHPUR, ₹380.48 ,medium,0.155992379,12/1/2023
CUMIN,UNJHA, ₹108.00 ,low,0.033845119,4/1/2021
CUMIN,UNJHA, ₹597.22 ,high,0.253151861,5/1/2021
CUMIN,UNJHA, ₹127.64 ,medium,0.042649333,6/1/2021
CUMIN,UNJHA, ₹124.14 ,medium,0.041080354,7/1/2021
CUMIN,UNJHA, ₹134.86 ,medium,0.045885913,8/1/2021
CUMIN,UNJHA, ₹131.62 ,medium,0.044433486,9/1/2021
CUMIN,UNJHA, ₹133.50 ,medium,0.045276252,10/1/2021
CUMIN,UNJHA, ₹597.22 ,high,0.253151861,11/1/2021
CUMIN,UNJHA, ₹145.25 ,medium,0.050543539,12/1/2021
CUMIN,UNJHA, ₹163.95 ,medium,0.05892637,1/1/2022
CUMIN,UNJHA, ₹178.19 ,medium,0.065309873,2/1/2022
CUMIN,UNJHA, ₹186.95 ,medium,0.069236804,3/1/2022
CUMIN,UNJHA, ₹191.86 ,medium,0.071437857,4/1/2022
CUMIN,UNJHA, ₹202.68 ,medium,0.076288244,5/1/2022
CUMIN,UNJHA, ₹198.97 ,medium,0.074625126,6/1/2022
CUMIN,UNJHA, ₹213.48 ,medium,0.081129665,7/1/2022
CUMIN,UNJHA, ₹220.18 ,medium,0.084133139,8/1/2022
CUMIN,UNJHA, ₹222.24 ,medium,0.085056595,9/1/2022
CUMIN,UNJHA, ₹220.03 ,medium,0.084065897,10/1/2022
CUMIN,UNJHA, ₹221.67 ,medium,0.084801076,11/1/2022
CUMIN,UNJHA, ₹251.75 ,medium,0.09828533,12/1/2022
CUMIN,UNJHA, ₹299.13 ,medium,0.119524823,1/1/2023
CUMIN,UNJHA, ₹296.80 ,medium,0.118480332,2/1/2023
CUMIN,UNJHA, ₹302.59 ,medium,0.121075871,3/1/2023
CUMIN,UNJHA, ₹359.41 ,medium,0.146547125,4/1/2023
CUMIN,UNJHA, ₹420.80 ,medium,0.174067018,5/1/2023
CUMIN,UNJHA, ₹475.33 ,medium,0.198511711,6/1/2023
CUMIN,UNJHA, ₹566.77 ,medium,0.23950241,7/1/2023
CUMIN,UNJHA, ₹558.07 ,medium,0.235602376,8/1/2023
CUMIN,UNJHA, ₹550.30 ,medium,0.232119242,9/1/2023
CUMIN,UNJHA, ₹524.29 ,medium,0.220459487,10/1/2023
CUMIN,UNJHA, ₹432.86 ,medium,0.179473271,11/1/2023
CUMIN,UNJHA, ₹372.33 ,medium,0.152338899,12/1/2023
CARDAMOM(LARGE),GANGTOK, ₹437.50 ,medium,0.181553289,1/1/2021
CARDAMOM(LARGE),GANGTOK, ₹415.50 ,medium,0.171691135,2/1/2021
CARDAMOM(LARGE),GANGTOK, ₹441.67 ,medium,0.183422616,3/1/2021
CARDAMOM(LARGE),GANGTOK, ₹433.33 ,medium,0.179683963,4/1/2021
CARDAMOM(LARGE),GANGTOK, ₹425.00 ,medium,0.175949793,5/1/2021
CARDAMOM(LARGE),GANGTOK, ₹500.00 ,medium,0.209570772,6/1/2021
CARDAMOM(LARGE),GANGTOK, ₹479.00 ,medium,0.200156898,7/1/2021
CARDAMOM(LARGE),GANGTOK, ₹500.00 ,medium,0.209570772,8/1/2021
CARDAMOM(LARGE),GANGTOK, ₹591.67 ,medium,0.250664575,9/1/2021
CARDAMOM(LARGE),GANGTOK, ₹662.50 ,high,0.282416228,10/1/2021
CARDAMOM(LARGE),GANGTOK, ₹768.50 ,high,0.329933879,11/1/2021
CARDAMOM(LARGE),GANGTOK, ₹693.75 ,high,0.296424969,12/1/2021
CARDAMOM(LARGE),GANGTOK, ₹681.25 ,high,0.290821473,1/1/2022
CARDAMOM(LARGE),GANGTOK, ₹662.50 ,high,0.282416228,2/1/2022
CARDAMOM(LARGE),GANGTOK, ₹675.00 ,high,0.288019724,3/1/2022
CARDAMOM(LARGE),GANGTOK, ₹687.50 ,high,0.293623221,4/1/2022
CARDAMOM(LARGE),GANGTOK, ₹662.50 ,high,0.282416228,5/1/2022
CARDAMOM(LARGE),GANGTOK, ₹631.25 ,high,0.268407486,6/1/2022
CARDAMOM(LARGE),GANGTOK, ₹595.00 ,medium,0.252157346,7/1/2022
CARDAMOM(LARGE),GANGTOK, ₹518.75 ,medium,0.217976017,8/1/2022
CARDAMOM(LARGE),GANGTOK, ₹515.00 ,medium,0.216294968,9/1/2022
CARDAMOM(LARGE),GANGTOK, ₹500.00 ,medium,0.209570772,10/1/2022
CARDAMOM(LARGE),GANGTOK, ₹500.00 ,medium,0.209570772,11/1/2022
CARDAMOM(LARGE),GANGTOK, ₹495.00 ,medium,0.207329374,12/1/2022
CARDAMOM(LARGE),GANGTOK, ₹506.25 ,medium,0.21237252,1/1/2023
CARDAMOM(LARGE),GANGTOK, ₹550.00 ,medium,0.231984758,2/1/2023
CARDAMOM(LARGE),GANGTOK, ₹585.00 ,medium,0.247674549,3/1/2023
CARDAMOM(LARGE),GANGTOK, ₹600.00 ,high,0.254398745,4/1/2023
CARDAMOM(LARGE),GANGTOK, ₹600.00 ,high,0.254398745,5/1/2023
CARDAMOM(LARGE),GANGTOK, ₹600.00 ,high,0.254398745,6/1/2023
CARDAMOM(LARGE),GANGTOK, ₹680.00 ,high,0.290261123,7/1/2023
CARDAMOM(LARGE),GANGTOK, ₹900.00 ,high,0.388882663,8/1/2023
CARDAMOM(LARGE),GANGTOK, ₹925.00 ,high,0.400089656,9/1/2023
CARDAMOM(LARGE),GANGTOK, ₹950.00 ,high,0.411296649,10/1/2023
CARDAMOM(LARGE),GANGTOK," ₹1,006.25 ",high,0.436512384,11/1/2023
CARDAMOM(LARGE),GANGTOK," ₹1,100.00 ",high,0.478538608,12/1/2023
CARDAMOM(LARGE),SILIGURI, ₹519.37 ,medium,0.21825395,1/1/2021
CARDAMOM(LARGE),SILIGURI, ₹535.62 ,medium,0.225538496,2/1/2021
CARDAMOM(LARGE),SILIGURI, ₹525.00 ,medium,0.220777765,3/1/2021
CARDAMOM(LARGE),SILIGURI, ₹518.33 ,medium,0.21778774,4/1/2021
CARDAMOM(LARGE),SILIGURI, ₹477.91 ,medium,0.199668273,5/1/2021
CARDAMOM(LARGE),SILIGURI, ₹594.16 ,medium,0.251780791,6/1/2021
CARDAMOM(LARGE),SILIGURI, ₹555.75 ,medium,0.234562367,7/1/2021
CARDAMOM(LARGE),SILIGURI, ₹595.50 ,medium,0.252381486,8/1/2021
CARDAMOM(LARGE),SILIGURI, ₹644.25 ,high,0.274235123,9/1/2021
CARDAMOM(LARGE),SILIGURI, ₹734.20 ,high,0.314557884,10/1/2021
CARDAMOM(LARGE),SILIGURI, ₹801.62 ,high,0.344780903,11/1/2021
CARDAMOM(LARGE),SILIGURI, ₹739.00 ,high,0.316709627,12/1/2021
CARDAMOM(LARGE),SILIGURI, ₹724.60 ,high,0.310254399,1/1/2022
CARDAMOM(LARGE),SILIGURI, ₹756.25 ,high,0.324442452,2/1/2022
CARDAMOM(LARGE),SILIGURI, ₹746.25 ,high,0.319959655,3/1/2022
CARDAMOM(LARGE),SILIGURI, ₹772.50 ,high,0.331726998,4/1/2022
CARDAMOM(LARGE),SILIGURI, ₹735.31 ,high,0.315055475,5/1/2022
CARDAMOM(LARGE),SILIGURI, ₹700.62 ,high,0.299504651,6/1/2022
CARDAMOM(LARGE),SILIGURI, ₹693.50 ,high,0.296312899,7/1/2022
CARDAMOM(LARGE),SILIGURI, ₹675.31 ,high,0.288158691,8/1/2022
CARDAMOM(LARGE),SILIGURI, ₹642.75 ,high,0.273562703,9/1/2022
CARDAMOM(LARGE),SILIGURI, ₹660.31 ,high,0.281434495,10/1/2022
CARDAMOM(LARGE),SILIGURI, ₹628.43 ,high,0.267143337,11/1/2022
CARDAMOM(LARGE),SILIGURI, ₹641.00 ,high,0.272778214,12/1/2022
CARDAMOM(LARGE),SILIGURI, ₹620.62 ,high,0.263642273,1/1/2023
CARDAMOM(LARGE),SILIGURI, ₹683.12 ,high,0.291659756,2/1/2023
CARDAMOM(LARGE),SILIGURI, ₹764.00 ,high,0.32791662,3/1/2023
CARDAMOM(LARGE),SILIGURI, ₹836.24 ,high,0.360300347,4/1/2023
CARDAMOM(LARGE),SILIGURI, ₹831.25 ,high,0.358063432,5/1/2023
CARDAMOM(LARGE),SILIGURI, ₹809.37 ,high,0.348255071,6/1/2023
CARDAMOM(LARGE),SILIGURI, ₹917.50 ,high,0.396727558,7/1/2023
CARDAMOM(LARGE),SILIGURI," ₹1,221.87 ",high,0.533170458,8/1/2023
CARDAMOM(LARGE),SILIGURI," ₹1,210.00 ",high,0.527849378,9/1/2023
CARDAMOM(LARGE),SILIGURI," ₹1,193.75 ",high,0.520564832,10/1/2023
CARDAMOM(LARGE),SILIGURI," ₹1,213.75 ",high,0.529530427,11/1/2023
CARDAMOM(LARGE),SILIGURI," ₹1,454.00 ",high,0.637229631,12/1/2023
